hs_8digit;hs_8name;apr2_at_risk;apr2_exempt;sec232;;;;;;
48030040;Other;1;0;0;;;;;;
48041100;Kraftliner: Unbleached;1;0;0;;;;;;
48041900;Kraftliner: Other;1;0;0;;;;;;
48042100;Sack kraft paper: Unbleached;1;0;0;;;;;;
48042900;Sack kraft paper: Other;1;0;0;;;;;;
48043140;Wrapping paper;1;0;0;;;;;;
48043110;Condenser paper: Weighing over 15 g/m² but not over 30 g/m²;1;0;0;;;;;;
48043120;Condenser paper: Other;1;0;0;;;;;;
48043160;Other;1;0;0;;;;;;
48043960;Other;1;0;0;;;;;;
48043940;Wrapping paper;1;0;0;;;;;;
48043920;Condenser paper;1;0;0;;;;;;
48044120;Wrapping paper;1;0;0;;;;;;
48044140;Other;1;0;0;;;;;;
48044200;Other kraft paper and paperboard weighing more than 150 g/m² but less than 225 g/m²: Bleached uniformly throughout the mass and of which more than 95 percent by weight of the total fiber content consists of wood fibers obtained by a chemical process;1;0;0;;;;;;
48044900;Other kraft paper and paperboard weighing more than 150 g/m² but less than 225 g/m²: Other;1;0;0;;;;;;
48045100;Other kraft paper and paperboard weighing 225 g/m² or more: Unbleached;1;0;0;;;;;;
48045200;Other kraft paper and paperboard weighing 225 g/m² or more: Bleached uniformly throughout the mass and of which more than 95 percent by weight of the total fiber content consists of wood fibers obtained by a chemical process;1;0;0;;;;;;
48045900;Other kraft paper and paperboard weighing 225 g/m² or more: Other;1;0;0;;;;;;
48051100;Fluting paper: Semichemical fluting paper;1;0;0;;;;;;
48051210;Weighing 150 g/m² or less;1;0;0;;;;;;
48051220;Weighing over 150 g/m²;1;0;0;;;;;;
48051910;Weighing 150 g/m² or less;1;0;0;;;;;;
48051920;Weighing over 150 g/m²;1;0;0;;;;;;
48052450;Weighing not over 15 g/m²;1;0;0;;;;;;
48052470;Weighing over 15 g/m² but not over 30 g/m²;1;0;0;;;;;;
48052490;Weighing over 30 g/m²;1;0;0;;;;;;
48052500;Testliner (recycled liner board): Weighing more than 150 g/m²;1;0;0;;;;;;
48053000;Sulfite wrapping paper;1;0;0;;;;;;
48054000;Filter paper and paperboard;1;0;0;;;;;;
48055000;Felt paper and paperboard;1;0;0;;;;;;
48059110;"Multi-ply paper and paperboard; bibulous and wrapping paper";1;0;0;;;;;;
48059120;Condenser paper;1;0;0;;;;;;
48059150;Other: Weighing not over 15 g/m²;1;0;0;;;;;;
48059170;Other: Weighing over 15 g/m² but not over 30 g/m²;1;0;0;;;;;;
48059190;Other: Weighing over 30 g/m²;1;0;0;;;;;;
48059240;Other;1;0;0;;;;;;
48059220;Pressboard;1;0;0;;;;;;
48059340;Other;1;0;0;;;;;;
48059320;Pressboard;1;0;0;;;;;;
48061000;Vegetable parchment;1;0;0;;;;;;
48062000;Greaseproof papers;1;0;0;;;;;;
48063000;Tracing papers;1;0;0;;;;;;
48064000;Glassine and other glazed transparent or translucent papers;1;0;0;;;;;;
48070010;Paper and paperboard, laminated internally with bitumen, tar or asphalt;1;0;0;;;;;;
48070091;Other: Straw paper and paperboard, whether or not covered with paper other than straw paper;1;0;0;;;;;;
48070092;Other: Cloth-lined or reinforced paper;1;0;0;;;;;;
48070094;Other: Other;1;0;0;;;;;;
48081000;Corrugated paper and paperboard, whether or not perforated;1;0;0;;;;;;
48084000;Kraft paper, creped or crinkled, whether or not embossed or perforated;1;0;0;;;;;;
48089020;Creped or crinkled;1;0;0;;;;;;
48089040;Embossed;1;0;0;;;;;;
48089060;Other;1;0;0;;;;;;
48092020;Writing paper;1;0;0;;;;;;
48092040;Other;1;0;0;;;;;;
48099020;Stereotype-matrix board and mat;1;0;0;;;;;;
48099040;Decalcomania paper: Simplex;1;0;0;;;;;;
48099060;Decalcomania paper: Duplex;1;0;0;;;;;;
48099071;Other: Impregnated, coated or both, but not otherwise treated;1;0;0;;;;;;
48099080;Other: Other;1;0;0;;;;;;
48101320;Of a width exceeding 15 cm: Weighing more than 150 g/m²;1;0;0;;;;;;
48101370;Other: Other;1;0;0;;;;;;
48101311;Weighing not more than 150 g/m²: Basic paper to be sensitized for use in photography;1;0;0;;;;;;
48101313;Weighing not more than 150 g/m²: India or bible paper;1;0;0;;;;;;
48101319;Weighing not more than 150 g/m²: Other;1;0;0;;;;;;
48101350;Other: Printed, embossed or perforated;1;0;0;;;;;;
48101360;Other: Basic paper to be sensitized for use in photography;1;0;0;;;;;;
48101470;Other: Other;1;0;0;;;;;;
48101411;Weighing not more than 150 g/m²: Basic paper to be sensitized for use in photography;1;0;0;;;;;;
48101420;With one side exceeding 360 mm and the other side exceeding 150 mm in the unfolded state: Weighing more than 150 g/m²;1;0;0;;;;;;
48101413;Weighing not more than 150 g/m²: India or bible paper;1;0;0;;;;;;
48101419;Weighing not more than 150 g/m²: Other;1;0;0;;;;;;
48101450;Other: Printed, embossed or perforated;1;0;0;;;;;;
48101460;Other: Basic paper to be sensitized for use in photography;1;0;0;;;;;;
48101920;Weighing more than 150 g/m²;1;0;0;;;;;;
48101911;Weighing not more than 150 g/m²: Basic paper to be sensitized for use in photography;1;0;0;;;;;;
48101913;Weighing not more than 150 g/m²: India or bible paper;1;0;0;;;;;;
48101919;Weighing not more than 150 g/m²: Other;1;0;0;;;;;;
48102270;Other: Other;1;0;0;;;;;;
48102250;Other: Printed, embossed or perforated;1;0;0;;;;;;
48102210;In strips or rolls of a width exceeding 15 cm or in rectangular (including square) sheets with one side exceeding 36 cm and the other side exceeding 15 cm in the unfolded state;1;0;0;;;;;;
48102260;Other: Basic paper to be sensitized for use in photography;1;0;0;;;;;;
48102910;In strips or rolls of a width exceeding 15 cm or in rectangular (including square) sheets with one side exceeding 36 cm and the other side exceeding 15 cm in the unfolded state;1;0;0;;;;;;
48102970;Other: Other;1;0;0;;;;;;
48102950;Other: Printed, embossed or perforated;1;0;0;;;;;;
48102960;Other: Basic paper to be sensitized for use in photography;1;0;0;;;;;;
48103110;In strips or rolls of a width exceeding 15 cm or in rectangular (including square) sheets with one side exceeding 36 cm and the other side exceeding 15 cm in the unfolded state;1;0;0;;;;;;
48103130;Other: Cards, not punched, for punchcard machines, whether or not in strips;1;0;0;;;;;;
48103165;Other: Other;1;0;0;;;;;;
48103210;In strips or rolls of a width exceeding 15 cm or in rectangular (including square) sheets with one side exceeding 36 cm and the other side exceeding 15 cm in the unfolded state;1;0;0;;;;;;
48103230;Other: Cards, not punched, for punchcard machines, whether or not in strips;1;0;0;;;;;;
48103265;Other: Other;1;0;0;;;;;;
48103912;In strips or rolls of a width exceeding 15 cm or in rectangular (including square) sheets with one side exceeding 36 cm and the other side exceeding 15 cm in the unfolded state: Whether or not impregnated, but not otherwise treated;1;0;0;;;;;;
48103914;In strips or rolls of a width exceeding 15 cm or in rectangular (including square) sheets with one side exceeding 36 cm and the other side exceeding 15 cm in the unfolded state: Other;1;0;0;;;;;;
48103930;Other: Cards, not punched, for punchcard machines, whether or not in strips;1;0;0;;;;;;
48103965;Other: Other;1;0;0;;;;;;
48109214;In strips or rolls of a width exceeding 15 cm or in rectangular (including square) sheets with one side exceeding 36 cm and the other side exceeding 15 cm in the unfolded state: Other;1;0;0;;;;;;
48109212;In strips or rolls of a width exceeding 15 cm or in rectangular (including square) sheets with one side exceeding 36 cm and the other side exceeding 15 cm in the unfolded state: Weighing more than 150 g/m²;1;0;0;;;;;;
48109265;Other: Other;1;0;0;;;;;;
48109230;Other: Cards, not punched, for punch card machines, whether or not in strips;1;0;0;;;;;;
48109910;In strips or rolls of a width exceeding 15 cm or in rectangular (including square) sheets with one side exceeding 36 cm and the other side exceeding 15 cm in the unfolded state;1;0;0;;;;;;
48109930;Other: Cards, not punched, for punch card machines, whether or not in strips;1;0;0;;;;;;
48109965;Other: Other;1;0;0;;;;;;
48111011;In strips or rolls of a width exceeding 15 cm or in rectangular (including square) sheets with one side exceeding 36 cm and the other side exceeding 15 cm in the unfolded state;1;0;0;;;;;;
48111021;Other;1;0;0;;;;;;
48114110;In strips or rolls of a width exceeding 15 cm or in rectangular (including square) sheets with one side exceeding 36 cm and the other side exceeding 15 cm in the unfolded state;1;0;0;;;;;;
48114121;Other: In strips or rolls;1;0;0;;;;;;
48114130;Other: Other;1;0;0;;;;;;
48114910;In strips or rolls of a width exceeding 15 cm or in rectangular (including square) sheets with one side exceeding 36 cm and the other side exceeding 15 cm in the unfolded state;1;0;0;;;;;;
48114921;Other: In strips or rolls;1;0;0;;;;;;
48114930;Other: Other;1;0;0;;;;;;
48115120;In strips or rolls of a width exceeding 15 cm or in rectangular (including square) sheets with one side exceeding 36 cm and the other side exceeding 15 cm in the unfolded state: 0.3 mm or more in thickness;1;0;0;;;;;;
48115140;In strips or rolls of a width exceeding 15 cm or in rectangular (including square) sheets with one side exceeding 36 cm and the other side exceeding 15 cm in the unfolded state: Other;1;0;0;;;;;;
48115160;Other;1;0;0;;;;;;
48115940;In strips or rolls of a width exceeding 15 cm or in rectangular (including square) sheets with one side exceeding 36 cm and the other side exceeding 15 cm in the unfolded state: Other;1;0;0;;;;;;
48115920;In strips or rolls of a width exceeding 15 cm or in rectangular (including square) sheets with one side exceeding 36 cm and the other side exceeding 15 cm in the unfolded state: Printing paper;1;0;0;;;;;;
48115960;Other;1;0;0;;;;;;
48116040;In strips or rolls of a width exceeding 15 cm or in rectangular (including square) sheets with one side exceeding 36 cm and the other side exceeding 15 cm in the unfolded state;1;0;0;;;;;;
48116060;Other;1;0;0;;;;;;
48119090;Other;1;0;0;;;;;;
48119040;Other: Weighing not over 15 g/m²;1;0;0;;;;;;
48119060;Other: Weighing over 15 g/m² but not over 30 g/m²;1;0;0;;;;;;
48119080;Other: Weighing over 30 g/m²;1;0;0;;;;;;
48119010;In strips or rolls of a width exceeding 15 cm or in rectangular (including square) sheets with one side exceeding 36 cm and the other side exceeding 15 cm in the unfolded state: Handmade paper;1;0;0;;;;;;
48119020;Other: Wholly or partly covered with flock, gelatin, metal or metal solutions;1;0;0;;;;;;
48119030;Other: Impregnated with latex;1;0;0;;;;;;
48120000;Filter blocks, slabs and plates, of paper pulp;1;0;0;;;;;;
48131000;In the form of booklets or tubes;1;0;0;;;;;;
48132000;In rolls of a width not exceeding 5 cm;1;0;0;;;;;;
48139000;Other;1;0;0;;;;;;
48142000;Wallpaper and similar wallcoverings, consisting of paper coated or covered, on the face side, with a grained, embossed, colored, design-printed or otherwise decorated layer of plastics;1;0;0;;;;;;
48149002;Other;1;0;0;;;;;;
48162000;Self-copy paper;1;0;0;;;;;;
48169001;Other;1;0;0;;;;;;
48171000;Envelopes;1;0;0;;;;;;
48172020;Sheets of writing paper, with border gummed or perforated, with or without inserts, prepared for use as combination sheets and envelopes;1;0;0;;;;;;
48172040;Other;1;0;0;;;;;;
48173000;Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery;1;0;0;;;;;;
48181000;Toilet paper;1;0;0;;;;;;
48182000;Handkerchiefs, cleansing or facial tissues and towels;1;0;0;;;;;;
48183000;Tablecloths and table napkins;1;0;0;;;;;;
48185000;Articles of apparel and clothing accessories;1;0;0;;;;;;
48189000;Other;1;0;0;;;;;;
48191000;Cartons, boxes and cases, of corrugated paper or paperboard;1;0;0;;;;;;
48192000;Folding cartons, boxes and cases, of non-corrugated paper or paperboard;1;0;0;;;;;;
48193000;Sacks and bags, having a base of a width of 40 cm or more;1;0;0;;;;;;
48194000;Other sacks and bags, including cones;1;0;0;;;;;;
48195040;Other;1;0;0;;;;;;
48195020;Sanitary food and beverage containers;1;0;0;;;;;;
48195030;Record sleeves;1;0;0;;;;;;
48196000;Box files, letter trays, storage boxes and similar articles, of a kind used in offices, shops or the like;1;0;0;;;;;;
48201020;"Diaries, notebooks and address books, bound; memorandum pads, letter pads and similar articles";1;0;0;;;;;;
48201040;Other;1;0;0;;;;;;
48202000;Exercise books;0;1;0;;;;;;
48203000;Binders (other than book covers), folders and file covers;1;0;0;;;;;;
48204000;Manifold business forms and interleaved carbon sets;1;0;0;;;;;;
48205000;Albums for samples or for collections;1;0;0;;;;;;
48209000;Other;1;0;0;;;;;;
48211020;Printed in whole or in part by a lithographic process;1;0;0;;;;;;
48211040;Other;1;0;0;;;;;;
48219020;Self-adhesive;1;0;0;;;;;;
48219040;Other;1;0;0;;;;;;
48221000;Of a kind used for winding textile yarn;1;0;0;;;;;;
48229000;Other;1;0;0;;;;;;
48232010;Paint filters and strainers;1;0;0;;;;;;
48232090;Other;1;0;0;;;;;;
48234000;Rolls, sheets and dials, printed for self-recording apparatus;1;0;0;;;;;;
48236100;Trays, dishes, plates, cups and the like, of paper or paperboard: Of bamboo;1;0;0;;;;;;
48236900;Trays, dishes, plates, cups and the like, of paper or paperboard: Other;1;0;0;;;;;;
48237000;Molded or pressed articles of paper pulp;1;0;0;;;;;;
48239086;Other: Other;1;0;0;;;;;;
48239010;Of paper pulp;1;0;0;;;;;;
48239020;Of papier-mâché;1;0;0;;;;;;
48239031;Other: Cards, not punched, for punchcard machines, whether or not in strips;1;0;0;;;;;;
48239040;Other: Frames or mounts for photographic slides;1;0;0;;;;;;
48239050;Other: Hand fans;1;0;0;;;;;;
48239060;Of coated paper or paperboard: Gaskets, washers and other seals;1;0;0;;;;;;
48239067;Of coated paper or paperboard: Other;1;0;0;;;;;;
48239070;Other: Of cellulose wadding;1;0;0;;;;;;
48239080;Other: Gaskets, washers and other seals;1;0;0;;;;;;
49011000;In single sheets, whether or not folded;0;1;0;;;;;;
49019100;Other: Dictionaries and encyclopedias, and serial installments thereof;0;1;0;;;;;;
49019900;Other: Other;0;1;0;;;;;;
49021000;Appearing at least four times a week;0;1;0;;;;;;
49029020;Other;0;1;0;;;;;;
49029010;Newspaper supplements printed by a gravure process;0;1;0;;;;;;
49030000;Children's picture, drawing or coloring books;0;1;0;;;;;;
49040000;Music, printed or in manuscript, whether or not bound or illustrated;0;1;0;;;;;;
49052000;In book form;0;1;0;;;;;;
49059020;Globes;0;1;0;;;;;;
49059060;Other;0;1;0;;;;;;
49060000;"Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar purposes, being originals drawn by hand; handwritten texts; photographic reproductions on sensitized paper and carbon copies of the foregoing";0;1;0;;;;;;
49070000;"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognized face value; stamp-impressed paper; banknotes; check forms; stock, share or bond certificates and similar documents of title";1;0;0;;;;;;
49081000;Transfers (decalcomanias), vitrifiable;1;0;0;;;;;;
49089000;Other;1;0;0;;;;;;
49090020;Postcards;1;0;0;;;;;;
49090040;Other;1;0;0;;;;;;
49100020;Printed on paper or paperboard in whole or in part by a lithographic process: Not over 0.51 mm in thickness;1;0;0;;;;;;
49100040;Printed on paper or paperboard in whole or in part by a lithographic process: Over 0.51 mm in thickness;1;0;0;;;;;;
49100060;Other;1;0;0;;;;;;
49111000;Trade advertising material, commercial catalogs and the like;0;1;0;;;;;;
49119120;Lithographs on paper or paperboard: Not over 0.51 mm in thickness;0;1;0;;;;;;
49119140;Other: Other;0;1;0;;;;;;
49119110;Printed over 20 years at time of importation;0;1;0;;;;;;
49119115;Printed not over 20 years at time of importation: Suitable for use in the production of articles of heading 4901;0;1;0;;;;;;
49119130;Lithographs on paper or paperboard: Over 0.51 mm in thickness;0;1;0;;;;;;
49119920;International customs forms (carnets) and parts thereof, in English or French (whether or not in additional languages);1;0;0;;;;;;
49119960;Other: Printed on paper in whole or in part by a lithographic process;0;1;0;;;;;;
49119980;Other: Other;0;1;0;;;;;;
50010000;Silkworm cocoons suitable for reeling;1;0;0;;;;;;
50020000;Raw silk (not thrown);1;0;0;;;;;;
50030010;Not carded or combed;1;0;0;;;;;;
50030090;Other;1;0;0;;;;;;
50040000;Silk yarn (other than yarn spun from silk waste) not put up for retail sale;1;0;0;;;;;;
50050000;Yarn spun from silk waste, not put up for retail sale;1;0;0;;;;;;
50060010;Containing 85 percent or more by weight of silk or silk waste;1;0;0;;;;;;
50060090;Other (800);1;0;0;;;;;;
50071030;Containing 85 percent or more by weight of silk or silk waste;1;0;0;;;;;;
50071060;Other;1;0;0;;;;;;
50072000;Other fabrics, containing 85 percent or more by weight of silk or of silk waste other than noil silk;1;0;0;;;;;;
50079030;Containing 85 percent or more by weight of silk or silk waste;1;0;0;;;;;;
50079060;Other;1;0;0;;;;;;
51011160;Other;1;0;0;;;;;;
51011110;"Unimproved wool; other wool, not finer than 46s: Wool for special uses";1;0;0;;;;;;
51011120;"Other: Unimproved wool; other wool, not finer than 40s";1;0;0;;;;;;
51011140;Other: Other wool, finer than 40s but not finer than 44s;1;0;0;;;;;;
51011150;Other: Other wool, finer than 44s;1;0;0;;;;;;
51011960;Other;1;0;0;;;;;;
51011910;"Unimproved wool; other wool, not finer than 46s: Wool for special uses";1;0;0;;;;;;
51011920;"Other: Unimproved wool; other wool, not finer than 40s";1;0;0;;;;;;
51011940;Other: Other wool, finer than 40s but not finer than 44s;1;0;0;;;;;;
51011950;Other: Other wool, finer than 44s;1;0;0;;;;;;
51012140;Not processed in any manner beyond the degreased condition: Other;1;0;0;;;;;;
51012110;"Unimproved wool; other wool, not finer than 46s: Wool for special uses";1;0;0;;;;;;
51012115;"Other: Unimproved wool; other wool, not finer than 40s";1;0;0;;;;;;
51012130;Other: Other wool, finer than 40s but not finer than 44s;1;0;0;;;;;;
51012135;Other: Other wool, finer than 44s;1;0;0;;;;;;
51012165;"Other: Unimproved wool; other wool, not finer than 46s.";1;0;0;;;;;;
51012170;Other: Other;1;0;0;;;;;;
51012940;Not processed in any manner beyond the degreased condition: Other;1;0;0;;;;;;
51012910;"Unimproved wool; other wool, not finer than 46s: Wool for special uses";1;0;0;;;;;;
51012915;"Other: Unimproved wool; other wool, not finer than 40s";1;0;0;;;;;;
51012930;Other: Other wool, finer than 40s but not finer than 44s;1;0;0;;;;;;
51012935;Other: Other wool, finer than 44s;1;0;0;;;;;;
51012965;"Other: Unimproved wool; other wool, not finer than 46s";1;0;0;;;;;;
51012970;Other: Other;1;0;0;;;;;;
51013010;"Not processed in any manner beyond the carbonized condition: Unimproved wool; other wool, not finer than 40s";1;0;0;;;;;;
51013015;Not processed in any manner beyond the carbonized condition: Other wool, finer than 40s but not finer than 44s;1;0;0;;;;;;
51013030;Not processed in any manner beyond the carbonized condition: Other wool, finer than 44s but not finer than 46s;1;0;0;;;;;;
51013040;Not processed in any manner beyond the carbonized condition: Other;1;0;0;;;;;;
51013065;"Other: Unimproved wool; other wool, not finer than 46s";1;0;0;;;;;;
51013070;Other: Other;1;0;0;;;;;;
51021110;Not processed in any manner beyond the degreased or carbonized condition;1;0;0;;;;;;
51021190;Other;1;0;0;;;;;;
51021960;Not processed in any manner beyond the degreased or carbonized condition: Other;1;0;0;;;;;;
51021920;Not processed in any manner beyond the degreased or carbonized condition: Hair of the camel;1;0;0;;;;;;
51021980;Other: Fur, prepared for hatters' use;1;0;0;;;;;;
51021990;Other: Other;1;0;0;;;;;;
51022000;Coarse animal hair;1;0;0;;;;;;
51031000;Noils of wool or of fine animal hair;1;0;0;;;;;;
51032000;Other waste of wool or of fine animal hair;1;0;0;;;;;;
51033000;Waste of coarse animal hair;1;0;0;;;;;;
51040000;Garnetted stock of wool or of fine or coarse animal hair;1;0;0;;;;;;
51051000;Carded wool (400);1;0;0;;;;;;
51052100;Wool tops and other combed wool: Combed wool in fragments (400);1;0;0;;;;;;
51052900;Wool tops and other combed wool: Other (400);1;0;0;;;;;;
51053100;Fine animal hair, carded or combed: Of Kashmir (cashmere) goats (400);1;0;0;;;;;;
51053900;Fine animal hair, carded or combed: Other (400);1;0;0;;;;;;
51054000;Coarse animal hair, carded or combed;1;0;0;;;;;;
51061000;Containing 85 percent or more by weight of wool;1;0;0;;;;;;
51062000;Containing less than 85 percent by weight of wool (400);1;0;0;;;;;;
51071030;Of wool fiber with an average fiber diameter of 18.5 microns or less (400);1;0;0;;;;;;
51071060;Other (400);1;0;0;;;;;;
51072030;Of wool fiber with an average fiber diameter of 18.5 microns or less (400);1;0;0;;;;;;
51072060;Other (400);1;0;0;;;;;;
51081030;Of Angora rabbit hair (400);1;0;0;;;;;;
51081040;Of mohair (400);1;0;0;;;;;;
51081080;Other (400);1;0;0;;;;;;
51082030;Of Angora rabbit hair (400);1;0;0;;;;;;
51082040;Of mohair (400);1;0;0;;;;;;
51082080;Other (400);1;0;0;;;;;;
51091020;Yarn of wool, colored (dyed or printed) and cut into uniform lengths of not over 8 cm (400);1;0;0;;;;;;
51091040;Other: Of Angora rabbit hair (400);1;0;0;;;;;;
51091080;Other: Of wool fiber with an average fiber diameter of 18.5 microns or less (400);1;0;0;;;;;;
51091090;Other: Other (400);1;0;0;;;;;;
51099020;Yarn of wool, colored (dyed or printed) and cut into uniform lengths of not over 8 cm (400);1;0;0;;;;;;
51099040;Other: Of Angora rabbit hair (400);1;0;0;;;;;;
51099080;Other: Of wool fiber with an average fiber diameter of 18.5 microns or less (400);1;0;0;;;;;;
51099090;Other: Other (400);1;0;0;;;;;;
51100000;Yarn of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale;1;0;0;;;;;;
51111170;Other: Other;1;0;0;;;;;;
51111120;Tapestry fabrics and upholstery fabrics of a weight not exceeding 140 g/m2 (414);1;0;0;;;;;;
51111130;Other: Hand-woven, with a loom width of less than 76 cm (410);1;0;0;;;;;;
51111960;Other: Other;1;0;0;;;;;;
51111910;Tapestry fabrics and upholstery fabrics (414);1;0;0;;;;;;
51111920;Other: Hand-woven, with a loom width of less than 76 cm (410);1;0;0;;;;;;
51112005;Tapestry fabrics and upholstery fabrics of a weight exceeding 300 g/m2 (414);1;0;0;;;;;;
51112010;Tapestry fabrics and upholstery fabrics of a weight not exceeding 140 g/m2 (414);1;0;0;;;;;;
51112090;Other (410);1;0;0;;;;;;
51113005;Tapestry fabrics and upholstery fabrics of a weight exceeding 300 g/m2 (414);1;0;0;;;;;;
51113010;Tapestry fabrics and upholstery fabrics of a weight not exceeding 140 g/m2 (414);1;0;0;;;;;;
51113090;Other (410);1;0;0;;;;;;
51119030;Containing 30 percent or more by weight of silk or silk waste, valued over $33/kg (410);1;0;0;;;;;;
51119040;Other: Tapestry fabrics and upholstery fabrics of a weight exceeding 300 g/m2 (414);1;0;0;;;;;;
51119050;Other: Tapestry fabrics and upholstery fabrics of a weight not exceeding 140 g/m2 (414);1;0;0;;;;;;
51119090;Other: Other (410);1;0;0;;;;;;
51121130;Other: Of wool yarns with an average fiber diameter of 18.5 microns or less;1;0;0;;;;;;
51121160;Other: Other;1;0;0;;;;;;
51121110;Tapestry fabrics and upholstery fabrics of a weight not exceeding 140 g/m2 (414);1;0;0;;;;;;
51121960;Other: Of wool yarns with an average fiber diameter of 18.5 microns or less;1;0;0;;;;;;
51121995;Other: Other;1;0;0;;;;;;
51121920;Tapestry fabrics and upholstery fabrics (414);1;0;0;;;;;;
51122010;Tapestry fabrics and upholstery fabrics of a weight exceeding 300 g/m2 (414);1;0;0;;;;;;
51122020;Tapestry fabrics and upholstery fabrics of a weight not exceeding 140 g/m2 (414);1;0;0;;;;;;
51122030;Other (410);1;0;0;;;;;;
51123010;Tapestry fabrics and upholstery fabrics of a weight exceeding 300 g/m2 (414);1;0;0;;;;;;
51123020;Tapestry fabrics and upholstery fabrics of a weight not exceeding 140 g/m2 (414);1;0;0;;;;;;
51123030;Other (410);1;0;0;;;;;;
51129090;Other: Other;1;0;0;;;;;;
51129030;Containing 30 percent or more by weight of silk or silk waste, valued over $33/kg (410);1;0;0;;;;;;
51129040;Other: Tapestry fabrics and upholstery fabrics of a weight exceeding 300 g/m2 (414);1;0;0;;;;;;
51129050;Other: Tapestry fabrics and upholstery fabrics of a weight not exceeding 140 g/m2 (414);1;0;0;;;;;;
51130000;Woven fabrics of coarse animal hair or of horsehair;1;0;0;;;;;;
52010005;Having a staple length under 28.575 mm (1-1/8 inches): Harsh or rough, having a staple length under 19.05 mm (3/4 inch);1;0;0;;;;;;
52010012;Other: Described in general note 15 of the tariff schedule and entered pursuant to its provisions;1;0;0;;;;;;
52010014;Other: Described in additional U.S. note 5 to this chapter and entered pursuant to its provisions;1;0;0;;;;;;
52010018;Other: Other;1;0;0;;;;;;
52010022;Having a staple length of 28.575 mm (1-1/8 inches) or more but under 34.925 mm (1-3/8 inches): Described in general note 15 of the tariff schedule and entered pursuant to its provisions;1;0;0;;;;;;
52010024;Other, harsh or rough, having a staple length of 29.36875 mm (1-5/32 inches) or more and white in color (except cotton of perished staple, grabbots and cotton pickings): Described in additional U.S. note 6 to this chapter and entered pursuant to its provisions;1;0;0;;;;;;
52010028;Other, harsh or rough, having a staple length of 29.36875 mm (1-5/32 inches) or more and white in color (except cotton of perished staple, grabbots and cotton pickings): Other;1;0;0;;;;;;
52010034;Other: Described in additional U.S. note 7 to this chapter and entered pursuant to its provisions;1;0;0;;;;;;
52010038;Other: Other;1;0;0;;;;;;
52010055;Having a staple length of 34.925 mm (1-3/8 inches) or more: Described in general note 15 of the tariff schedule and entered pursuant to its provisions;1;0;0;;;;;;
52010060;Having a staple length of 34.925 mm (1-3/8 inches) or more: Described in additional U.S. note 8 to this chapter and entered pursuant to its provisions;1;0;0;;;;;;
52010080;Having a staple length of 34.925 mm (1-3/8 inches) or more: Other;1;0;0;;;;;;
52021000;Yarn waste (including thread waste);1;0;0;;;;;;
52029100;Other: Garnetted stock;1;0;0;;;;;;
52029905;Card strips made from cotton having a staple length under 30.1625 mm (1-3/16 inches) and lap waste, sliver waste and roving waste: Described in general note 15 of the tariff schedule and entered pursuant to its provisions;1;0;0;;;;;;
52029910;Card strips made from cotton having a staple length under 30.1625 mm (1-3/16 inches) and lap waste, sliver waste and roving waste: Described in additional U.S. note 9 to this chapter and entered pursuant to its provisions;1;0;0;;;;;;
52029930;Card strips made from cotton having a staple length under 30.1625 mm (1-3/16 inches) and lap waste, sliver waste and roving waste: Other;1;0;0;;;;;;
52029950;Other;1;0;0;;;;;;
52030005;Fibers of cotton processed but not spun: Described in general note 15 of the tariff schedule and entered pursuant to its provisions;1;0;0;;;;;;
52030010;Fibers of cotton processed but not spun: Described in additional U.S. note 10 to this chapter and entered pursuant to its provisions;1;0;0;;;;;;
52030030;Fibers of cotton processed but not spun: Other;1;0;0;;;;;;
52030050;Other;1;0;0;;;;;;
52041100;Not put up for retail sale: Containing 85 percent or more by weight of cotton (200);1;0;0;;;;;;
52041900;Not put up for retail sale: Other (200);1;0;0;;;;;;
52042000;Put up for retail sale (200);1;0;0;;;;;;
52051110;Unbleached, not mercerized (300);1;0;0;;;;;;
52051120;Other (300);1;0;0;;;;;;
52051210;Unbleached, not mercerized (300);1;0;0;;;;;;
52051220;Other (300);1;0;0;;;;;;
52051310;Unbleached, not mercerized (300);1;0;0;;;;;;
52051320;Other (300);1;0;0;;;;;;
52051410;Unbleached, not mercerized (300);1;0;0;;;;;;
52051420;Other (300);1;0;0;;;;;;
52051510;Unbleached, not mercerized (300);1;0;0;;;;;;
52051520;Other (300);1;0;0;;;;;;
52052100;Single yarn, of combed fibers: Not exceeding 14 nm;1;0;0;;;;;;
52052200;Single yarn, of combed fibers: Exceeding 14 nm but not exceeding 43 nm;1;0;0;;;;;;
52052300;Single yarn, of combed fibers: Exceeding 43 nm but not exceeding 52 nm;1;0;0;;;;;;
52052400;Single yarn, of combed fibers: Exceeding 52 nm but not exceeding 80 nm;1;0;0;;;;;;
52052600;Single yarn, of combed fibers: Measuring less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number);1;0;0;;;;;;
52052700;Single yarn, of combed fibers: Measuring less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number);1;0;0;;;;;;
52052800;Single yarn, of combed fibers: Measuring less than 83.33 decitex (exceeding 120 metric number);1;0;0;;;;;;
